Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Out @ Fielding,This organization serves queer graduate students who attend the Fielding School of Public Health to serve as space for students to discuss any issues that LGBTQIA+ students may be facing. Students will be able to create connections among their peers and stay connected with other queer students within UCLA. This organization will also help create connections with other LGBTQIA+ organizations to garner a wider net of professional connections.,"LGBTQI, Social",[ucla.cqph@gmail.com](mailto:ucla.cqph@gmail.com),,,,,,
Out of State Student Association,"As UCLA’s only organization for out of state students, OSSA aims to foster community through social events, workshops, newsletters, networking events and more. Our goal is to help students adjust to campus life, advocate for out of state students on campus, and connect students with each other and with people from their state or area.","Out-of-state Students, Social",[ossa@ucla.edu](mailto:ossa@ucla.edu),[https://mailchi.mp/3e64a2665559/uclaossa?rfsn=4810182.eff115&subid=knqg4haffg0002cl0ntyp](https://mailchi.mp/3e64a2665559/uclaossa?rfsn=4810182.eff115&subid=knqg4haffg0002cl0ntyp),https://www.facebook.com/UCLA-Out-of-State-Association-104584511002873/,https://www.instagram.com/uclaossa/,,,
Pakistani Students Association at UCLA,"PSA is a student organization committed to providing a space for all students to come together and learn about Pakistani culture, history, & politics. We put on social, cultural, political and philanthropic initiatives for our community of Bruins - whether they identify as South Asian or not! We'd love to have you join our family. Peace. Love. PSA.","Cultural/Ethnic, Social",[bruinspsa@gmail.com](mailto:bruinspsa@gmail.com),,https://www.facebook.com/PSABruins,https://www.instagram.com/uclapsa/,,,
Phi Sigma Rho Sorority,"Phi Sigma Rho is a social sorority for women in science and engineering fields serving our sisters and the community by promoting: High standards of personal integrity, respect, and character, Lifelong bonds of sisterhood, and Academic and professional excellence with a social balance through shared experiences, common bonds, and recognition of service and achievement.","Greek Life - Sororities, Social",[president.phirhobruins@gmail.com](mailto:president.phirhobruins@gmail.com),[http://phirhobruins.com](http://phirhobruins.com/),,https://www.instagram.com/phirhobruins/,,,
Pilipinos In Engineering and Science,"Pilipinos In Engineering and Science (PIES) is an academic and social student organization that is focused on supporting Pilipino students, although students of all backgrounds are welcome. PIES is dedicated to doing what we can to help other STEM students via professional workshops, alumni networking, socials, and engineering and science-related challenges.","Social, Engineering",[pilipinosinengineering@gmail.com](mailto:pilipinosinengineering@gmail.com),[https://piesucla.wixsite.com/pies](https://piesucla.wixsite.com/pies),https://www.facebook.com/uclapies,https://www.instagram.com/pierrethepiebear/?hl=en,,,
"Pitch, Please! A Cappella","Pitch, Please! was founded in the winter of 2017 and is a co-ed, competitive a cappella group at UCLA. Our music varies widely from indie ballads to upbeat experimental-pop hits, most of which is arranged by our very own members. Our passion for a cappella has driven us to strive for bigger and better things--in 2019, we competed in ICCA, released a music video, and recorded our debut album, Made To Fly, which was nominated for three Contemporary A Cappella Recording Awards! We competed in ICCA for the second time and won 2nd place at the 2020 West Quarterfinal, also receiving the special awards of Outstanding Arrangement, Outstanding Vocal Percussion, and Outstanding Choreography. We were honored to receive special awards for Outstanding Vocal Percussion and Outstanding Choreography a second time at the 2022 ICCA West Quarterfinals, also placing as overall finalists in both the 2022 and 2023 ICCA West Quarterfinals. We love sharing our music with others, and we hope to continue performing, competing, and releasing music in the future.","Music, Social",[pitchpleaseucla@gmail.com](mailto:pitchpleaseucla@gmail.com),[https://www.pitchpleaseatucla.com](https://www.pitchpleaseatucla.com/),https://www.facebook.com/pitchpleaseatucla,https://www.instagram.com/pitchpleaseucla/,,,
Pokemon Club at UCLA,"The club is a place to discuss and celebrate all parts of the Pokémon franchise, including the Video Games, the Trading Card Game, Pokémon Unite, Anime, and anything else Pokémon! In addition to our casual events, we also play Pokémon games at the competitive level. Club members collaborate on strategy and have matches against each other in order to practice and perform better in local tournaments.","Social, Recreation",[alexfu004@gmail.com](mailto:alexfu004@gmail.com),[https://discord.gg/vzgxSeKyak](https://discord.gg/vzgxSeKyak),,,,,
Pre-Health Undergraduate Preparatory Initiatives (PUPPIES) at UCLA,"Pre-Health Undergraduate Preparatory Initiatives (PUPPIES) at UCLA is a mentorship group for incoming pre-health students to help them navigate and prepare for their freshman year. Run by a group of current UCLA students, PUPPIES strives to create a like-minded community and support system throughout the school year!","Medical, Social",[ucla.puppies@gmail.com](mailto:ucla.puppies@gmail.com),,,https://www.instagram.com/puppiesatucla,,,
Project Melo @ UCLA,We aim to unite university students across the USA who are eager to make a positive impact in their communities through Project Melo events. We also seek to provide a platform for students interested in exploring the socio-economic landscape of the US as well as the Greater Bay Area. We hope to build an impactful community and forge new connections. We provide - 1-on-1 Year-long Mentorship with a CEO - Company Joint Discoveries to unveil industry insights - Roundtable Discussions with CEOs in an intimate setting - Overseas Buddy Program between HK Chapter and USA chapter.,"Leadership, Social",[administrator@projectmelo.com](mailto:administrator@projectmelo.com),[https://www.projectmelo.com/](https://www.projectmelo.com/),,https://www.instagram.com/project.melo/,,,
PROJECTED,"PROJECTED is a UCLA-based project team composed of various UCLA dance alumni from both competition teams and freestyle spaces, intended for intermediate to advanced dancers.","Dance, Social",[projected.dance@gmail.com](mailto:projected.dance@gmail.com),,,https://www.instagram.com/projected.dance,,,
Public Health Student Association,"The purpose of the Public Health Student Association (PHSA) is to serve the academic and social needs of its members; act as a liaison between graduate students, administration, staff, and faculty of the Fielding School of Public Health; promote community involvement among association members; and advance the field of public health through education, advocacy, and professional activities.","Student Government - GSA Affiliated, Social",[phsa.fsph@gmail.com](mailto:phsa.fsph@gmail.com),,,https://www.instagram.com/phsa_fsph/,,,
Quiet,"Quiet is a club designed for introverts, to connect with each other, to learn more about their nature, and to enable success in a sea of extroverts! We have ""socials,"" information sessions, and opportunities to explore, learn, and grow in a space, introverted environment!","Educational, Social",[quietclubucla@gmail.com](mailto:quietclubucla@gmail.com),,,https://www.instagram.com/uclaquietclub/,,,
Rave and EDM Society at UCLA,"A club dedicated to the promotion and education of rave culture and to teach students about the history of EDM and festival culture. Through socials and weekly lessons on different music genres, as well as promoting student DJs and educational topics related to music culture, students gain an understanding of rave and Electronic Dance Music. By bringing in guest speakers, students can also engage and connect with DJ performance and managment.","Music, Social",[raveedmatucla@gmail.com](mailto:raveedmatucla@gmail.com),,,https://www.instagram.com/raveedmatucla/,,,
