Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
"Cultural, Educational",Email:,,,Social Media:,,,,,
"The Hispanic Student Dental Association is a group of dental students committed to promoting cultural values, traditions, and morals while creating a welcome space for student of hispanic backgrounds. Our goal is to encourage all student involvement and to promote activities and events intended to educate other community members on Hispanic traditions and culture.",Category:,,,,,,,,
"Dental, Cultural",Email:,,,,,,,,
"A student-run group dedicated to learning, celebrating, and performing traditional Indian classical music. All experience levels welcome!",Category:,,,,,,,,
"Music, Cultural",Email:,,,,,,,,
Indonesian students club at UCLA,Category:,,,,,,,,
"Cultural, International Students",Email:,,,Social Media:,,,,,
"The Iraqi Student Organization at UCLA promotes cultural exchange and community among students of Iraqi descent and those interested in Iraqi culture. Through events, activities, and support, it celebrates Iraqi heritage and provides resources for students to connect, learn, and grow together on campus.",Category:,,,,,,,,
"Cultural, Social",Email:,,,,,,,,
"Japan-America Language & Culture Club  (JpAm) is an organization that encourages cultural exchange between Japanese and English speakers in a casual setting outside the typical language learning classroom. Through activities and games operated by JpAm staff at our weekly meetings, we provide a place where students can make new friends with people who share interest in Japanese and/or American culture all the while they speak and practice their target learning language. We welcome anyone who has an interest in learning and engaging with others.",Category:,,,,,,,,
"Educational, Cultural",Email:,,,,,,,,
"Our purpose is to foster greater understanding and appreciation of Japanese Animation and culture. It is intended to create a forum for the presentation, discussion and promotion of anime.  The Japanese Animation Club builds a community where members can network and socialize with other students who share similar interests by providing valuable programming, activities, and networking opportunities, as well as a space for the enjoyment of Japanese media.",Category:,,,,,,,,
"Cultural, Social",Email:,,,Social Media:,,,,,
"The Jewish Faculty Resilience Group (JFrg) is a community of UCLA Jewish and non-Jewish faculty, postdoctoral researchers, and staff dedicated to supporting the Jewish community on campus. We work to identify and counter antisemitism at UCLA. We believe in peace and co-existence. We mourn the suffering, death, and/or destruction of all innocent civilians, including Israelis and Palestinians. MISSION: To mobilize to effectively identify and counter antisemitism at UCLA. To support the health, wellbeing, and safety of Jewish faculty, staff, students, and allies on campus, and Jewish people around the world, including the State of Israel. To champion authentic representations of Jewish history, culture, and religion, including that Jews constitute a diverse, multi-racial, ethnoreligious people indigenous to the land of Israel. To promote Zionism, defined as the Jewish people's national self-determination movement that advocates for their right to a sovereign country located in their ancestral homeland, the State of Israel. To recommend constructive solutions to the UC leadership to help them make UCLA a welcoming and safe space to live, work, and learn for everyone, including Jews. To take necessary and appropriate follow-up steps when campus antisemitism has not been taken seriously.",Category:,,,,,,,,
